input_text,target_text
电源插座 | 推出 | 端罩 | 拧紧 | 弹簧端罩 | 小锁片,将电源插座推出端罩，拧紧弹簧端罩上的小锁片
连接 | 电气线束 | 中控台电源插座连接器,连接电气线束与中控台电源插座连接器
饰板 | 安装 | 电气线束 | 安全车身控制器模块连接器,将饰板安装到车上，连接电气线束与安全车身控制器模块连接器
连接 | 饰板 | 中控台总成 | 拧紧 | 杯托饰板 | 杯托总成 | 夹子 | ##x6##,连接饰板与中控台总成，拧紧将杯托饰板固定到杯托总成的夹子##x6##
关闭 | 扶手,关闭扶手
安装 | 亮条 | 中控台 | 安装 | # LH# 和# RH# 亮条 | 中控台 | 锁片 | 安装 | 螺钉,安装亮条到中控台，安装将# LH# 和# RH# 亮条固定到中控台的锁片，安装螺钉
安装 | 中控台饰板 | 请参阅装饰饰件# -# 中控台# -# LH,安装中控台饰板。请参阅装饰饰件# -# 中控台# -# LH（拆卸和更换
传感器 | 安装 | 后饰板 | 拧紧 | 后侧 | 驻车距离传感器 | 后饰板 | 锁片,将传感器安装到后饰板，拧紧将后侧驻车距离传感器固定到后饰板的锁片
连接 | 电气线束 | 后侧 | 驻车距离传感器连接器,连接电气线束与后侧驻车距离传感器连接器
往里推后饰板,往里推后饰板
安装 | 后饰板# LH#  | 车身 | 螺栓,安装将后饰板# LH# 侧固定到车身的螺栓
参阅 | 零件目录 | 确定安装在车辆上的驻车传感器的类型 | 如果车辆配备# Tesla# USS | 请按所列顺序运行以下# Toolbox# 3.0# 例程 | 1.TEST-RESET_PARK,请参阅零件目录以确定安装在车辆上的驻车传感器的类型。如果车辆配备# Tesla# USS，请按所列顺序运行以下# Toolbox# 3.0# 例程：1.TEST-RESET_PARK，2.PROC_USM_REAR_PROGRAM-USS-ADDRESSES
冷却液 | 润滑 | # 55# 度液力联轴节# O# 型环,用冷却液润滑# 55# 度液力联轴节# O# 型环。
执行 | 逆变器冷却液泄漏测试 | 请参阅逆变器冷却液泄漏测试,执行逆变器冷却液泄漏测试。请参阅逆变器冷却液泄漏测试。
充注 | 冷却液 | 请参阅动力总成冷却液（排空和再充注）,再充注冷却液。请参阅动力总成冷却液（排空和再充注）。
取出 | 后轮驱动单元# 55# 度液力联轴节开口 | 堵头,取出后轮驱动单元# 55# 度液力联轴节开口内的堵头。
55# 度液力联轴节 | 安装 | 后轮驱动单元,将55# 度液力联轴节安装到后轮驱动单元。
拧紧 | # 55# 度液力联轴节 | 后轮驱动单元 | 紧固件,拧紧将# 55# 度液力联轴节固定到后轮驱动单元的紧固件。
取出 | 软管 | 堵头,取出软管内的堵头。
软管 | 55# 度液力联轴节 | 连接 | 夹子 | 固定 | 软管,将软管与55# 度液力联轴节连接，然后用夹子固定软管。
取走 | 后驱动单元 | 下方 | 冷却液排放容器,取走后驱动单元下方的冷却液排放容器。
冷却液 | 润滑 | 直型液力联轴节# O# 型环,用冷却液润滑直型液力联轴节# O# 型环。
直型液力联轴节 | 安装 | 后驱动单元逆变器 | 安装 | 一个 | 新螺栓 | 联轴节 | 逆变器,将直型液力联轴节安装到后驱动单元逆变器上，然后安装一个新螺栓，将联轴节固定到逆变器上。
安装 | # LH# 后驱动单元支座 | 请参阅支座# -# 后驱动单元# -# LH,安装# LH# 后驱动单元支座。请参阅支座# -# 后驱动单元# -# LH（拆卸和更换）。
高压接头 | 安装 | 一个 | 新固定件 | 紧固 | 固定件 | 高压接头 | 夹子 | # \\x6\\,向高压接头中安装一个新固定件，然后紧固将固定件固定到高压接头的夹子# \\x6\\。
高压接头 | 安装 | 逆变器,将高压接头安装到逆变器上。
安装 | 高压接头 | 逆变器 | 螺栓 | # \\x2\\,安装将高压接头固定到逆变器的新螺栓# \\x2\\。
确认后驱动单元高压连接器完全就位 | 比对 | 连接器 | 两侧 | 确保正确固定到位,确认后驱动单元高压连接器完全就位，然后比对连接器两侧，确保正确固定到位。
安装 | 高压电气线束 | 逆变器 | 螺栓,安装将高压电气线束固定到逆变器的螺栓。
低压电气线束 | 逆变器连接器 | 相连,将低压电气线束与逆变器连接器相连。
紧固 | 后驱动单元入口软管 | 后驱动单元逆变器 | 夹子,紧固将后驱动单元入口软管固定到后驱动单元逆变器的夹子。
拆下 | 中间流线型护板 | 请参阅面板# -# 流线型护板# -# 中间 | 拆卸和更换,拆下中间流线型护板。请参阅面板# -# 流线型护板# -# 中间（拆卸和更换）。
安装 | 高压电池中梁滑板 | 后部 | 盖板,安装高压电池中梁滑板后部的盖板。
安装 | 高压电池中梁滑板 | 前部 | 盖板,安装高压电池中梁滑板前部的盖板。
在助手的帮助下 | 中梁滑板 | 安装 | 高压电池,在助手的帮助下，将中梁滑板安装到高压电池。
安装 | 中梁滑板 | 高压电池 | 螺栓,安装将中梁滑板固定到高压电池的螺栓
扣紧 | 正温度系数加热器 | 空调压缩机电气线束盖板 | 高压电池 | 后部 | 夹子,扣紧将正温度系数加热器和空调压缩机电气线束盖板固定到高压电池后部的夹子。
高压电池# RH#  | 后侧下方 | 放置 | 冷却液排出容器,在高压电池# RH# 后侧下方放置冷却液排出容器
冷却液排放容器 | 放置 | 高压电池# LH#  | 前侧,将冷却液排放容器放置在高压电池# LH# 前侧。
正温度系数加热器 | 空调压缩机电气线束支架 | 安装 | 高压电池 | 前部 | 扣紧 | 支架 | 高压电池 | 夹子,将正温度系数加热器和空调压缩机电气线束支架安装到高压电池前部，然后扣紧将支架连接到高压电池的夹子。
高压电池# RH# 电源歧管 | 高压电池# LH# 电源歧管 | 拆下 | 螺塞 | 连接 | 外螺纹接头 | 内螺纹接头 | 扣紧 | 夹子,从高压电池# RH# 电源歧管和高压电池# LH# 电源歧管上拆下螺塞，立刻连接外螺纹接头和内螺纹接头，然后扣紧夹子。
空调高压电气线束 | 安装 | 连接器支架 | 连接 | 空调高压电气线束,将空调高压电气线束安装到连接器支架，然后连接空调高压电气线束。
正温度系数加热器高压电气线束 | 安装 | 连接器支架 | 连接 | 正温度系数加热器高压电气线束,将正温度系数加热器高压电气线束安装到连接器支架，然后连接正温度系数加热器高压电气线束。
安装 | 滑板 | 电池 | 安装 | 滑板 | 电池 | 螺栓 | 夹子,安装滑板到电池上，安装将滑板固定到电池的螺栓和夹子
安装 | 前流线型护板 | 请参阅面板# -# 流线型护板# -# 前 | 卸和更换,安装前流线型护板。请参阅面板# -# 流线型护板# -# 前（拆卸和更换）
滑板 | 安装 | 高压电池 | 安装 | 滑板 | 高压电池 | 上部 | 螺栓,将滑板安装高压电池上，安装将滑板固定到高压电池的上部螺栓，
安装 | 滑板 | 高压电池 | 上部 | 螺母,安装将滑板固定到高压电池的上部螺母。
拆下 | 滑板 | 高压电池 | 下部 | 螺栓,拆下将滑板固定到高压电池的下部螺栓。
拧紧 | 软管 | 高压电池后滑板 | 夹子,拧紧将软管固定到高压电池后滑板的夹子。
拧紧 | 冷却液软管 | # LH# 剪力板 | 夹子 | # \\x2\\,拧紧将冷却液软管固定到# LH# 剪力板的夹子# \\x2\\
拆下 | 大灯 | 请参阅大灯# -# LH | 拆卸和更换,拆下大灯。请参阅大灯# -# LH（拆卸和更换）
打开 | 前备箱盖,打开前备箱盖。
车辆 | 置于 | 空挡,将车辆置于空挡。
断开 | # 12V# 电源 | 请参阅12V/低压电源（断开和连接）,断开# 12V# 电源。请参阅12V/低压电源（断开和连接）。
拆下 | # LH# A# 柱下部饰板 | 请参阅饰板# -# A# 柱# -# 下部# -# LH,拆下# LH# A# 柱下部饰板。请参阅饰板# -# A# 柱# -# 下部# -# LH（拆卸和更换）。
拆下 | 驾驶位膝部气囊 | 请参阅气囊# -# 膝部# -# 驾驶位（拆卸和更换）,拆下驾驶位膝部气囊。请参阅气囊# -# 膝部# -# 驾驶位（拆卸和更换）。
松开 | 脚踏板 | 夹子,松开用于固定脚踏板的夹子。
拆下 | 副驾位膝部气囊 | 请参阅# 气囊# -# 膝部# -# 副驾位 | 拆卸和更换,拆下副驾位膝部气囊。请参阅# 气囊# -# 膝部# -# 副驾位（拆卸和更换）
拆下 | 主仪表板 | 请参阅装饰饰件# -# 仪表板# -# 主（拆卸和更换）,拆下主仪表板。请参阅装饰饰件# -# 仪表板# -# 主（拆卸和更换）。
拆下 | 手套箱 | 请参阅手套箱# -# 有膝部气囊（拆卸和更换）,拆下手套箱。请参阅手套箱# -# 有膝部气囊（拆卸和更换）。
拆下 | # RH# 脚部空间进气槽 | 请参阅风管# -# 脚部空间# -# RH | 拆卸和更换,拆下# RH# 脚部空间进气槽。请参阅风管# -# 脚部空间# -# RH（拆卸和更换）。
拆下 | # RH# 气波槽 | 请参阅风管# -# 气波# -# RH | 拆卸和更换,拆下# RH# 气波槽。请参阅风管# -# 气波# -# RH（拆卸和更换）。
拆下 | 前备箱储物单元 | 请参阅前备箱储物单元（拆卸和更换）,拆下前备箱储物单元。请参阅前备箱储物单元（拆卸和更换）。
拆下 | # 12V# 辅助电池 | 请参阅12V/低压电池（拆卸和更换）,拆下# 12V# 辅助电池。请参阅12V/低压电池（拆卸和更换）。
拆下 | # 12V# 电池后侧钩拉紧器 | 螺母,拆下用于固定# 12V# 电池后侧钩拉紧器的螺母。
拆下 | 雨刮器电机总成 | 请参阅雨刮器模块（拆卸和更换）,拆下雨刮器电机总成。请参阅雨刮器模块（拆卸和更换）。
松开 | 电气线束 | 挡风玻璃清洗器储液罐 | 夹子,松开将电气线束固定到挡风玻璃清洗器储液罐的夹子。
断开 | 电气线束 | 挡风玻璃清洗器储液罐连接器 | 连接,断开电气线束与挡风玻璃清洗器储液罐连接器的连接。
拆下 | 温度系统线束盖板 | 前车身控制器模块 | 螺栓 | 模块 | 拆下 | 盖板,拆下将温度系统线束盖板固定到前车身控制器模块的螺栓，然后从模块上拆下盖板。
断开 | 温度系统线束 | 前车身控制器模块连接器 | 连接,断开温度系统线束与前车身控制器模块连接器的连接。
松开 | 吸入/液体管 | 热力膨胀阀 | 车身 | 夹子 | 电气线束 | 放置 | 一旁 | 前车身控制器模块,松开将吸入/液体管固定到热力膨胀阀周围车身上的夹子，然后将电气线束放置一旁，以便为前车身控制器模块留出空间。
拆下 | 前车身控制器模块盖板 | 前车身控制器模块 | 螺栓 | 拆下 | 盖板,拆下将前车身控制器模块盖板固定到前车身控制器模块的螺栓，然后拆下盖板。
断开 | 前部 | 主线束 | 前车身控制器模块连接器 | 连接,断开前部主线束与前车身控制器模块连接器的连接。
拆下 | 电源 | 接地电缆 | 前车身控制器模块 | 螺母 | # ##x6###  | 螺栓,拆下并弃用将电源和接地电缆固定到前车身控制器模块的螺母# ##x6### 和螺栓。
拆下 | 前车身控制器模块 | 车身 | 螺栓,拆下将前车身控制器模块固定到车身的螺栓。
松开 | 前车身控制器模块 | 底部 | 车身 | 夹子 | 螺柱 | 拆下 | 下部 | 母排,松开将前车身控制器模块底部固定到车身的夹子，然后从螺柱上拆下下部母排。
拆下 | 接地带 | 前车身控制器模块 | 后部 | 螺栓 | 模块 | 拆下 | 接地带,拆下将接地带固定到前车身控制器模块上后部的螺栓，然后从模块上拆下接地带。
拆下 | 接地带 | 前车身控制器模块 | 右下侧 | 螺栓 | 模块 | 拆下 | 接地带,拆下将接地带固定到前车身控制器模块右下侧的螺栓，然后从模块上拆下接地带。
拆下 | 接地带 | 前车身控制器模块 | 下后部 | 螺栓 | 拆下 | 模块,拆下将接地带固定到前车身控制器模块下后部的螺栓，然后从车上拆下该模块。
拆下 | # 12V# 电池支架 | 请参阅支架# -# 12V# 电池（后轮驱动）（拆卸和更换）,拆下# 12V# 电池支架。请参阅支架# -# 12V# 电池（后轮驱动）（拆卸和更换）。
松开 | 暖通空调气室外管 | 暖通空调气室内管 | 夹子 | 拆下 | 外管,松开将暖通空调气室外管固定到暖通空调气室内管的夹子，然后拆下外管。
断开 | 电气线束 | # RH# 车身控制器模块连接器 | 连接,断开电气线束与# RH# 车身控制器模块连接器的连接。
拆下 | 电气线束电缆 | # RH# 车身控制器模块 | 螺母 | 模块 | 拆下 | 电缆,拆下并弃用将电气线束电缆固定到# RH# 车身控制器模块的螺母# ##x2##，然后从模块上拆下电缆。
拆下 | # RH# 车身控制器模块 | # A# 柱 | 螺母 | 降下 | 模块,拆下并弃用将# RH# 车身控制器模块固定到# A# 柱的螺母，然后降下该模块以便留出操作空间。
松开 | 直列式电气线束连接器 | # RH# 车身控制器模块 | 夹子 | 断开 | 电气连接器,松开将直列式电气线束连接器固定到# RH# 车身控制器模块的夹子，然后断开电气连接器。
断开 | 电气线束 | 车载电脑连接器 | # ##x7###  | 连接,断开电气线束与车载电脑连接器# ##x7### 的连接。
穿过 | 隔板 | 电气线束 | # RH# 侧 | 推出,穿过隔板将电气线束的# RH# 侧推出。
断开 | 电气线束 | # LH# 车身控制器模块连接器 | 连接,断开电气线束与# LH# 车身控制器模块连接器的连接。
拆下 | 电气线束电缆 | # LH# 车身控制器模块 | 螺母 | 模块 | 拆下 | 电缆,拆下并弃用将电气线束电缆固定到# LH# 车身控制器模块的螺母，然后从模块上拆下电缆。
松开 | 直列式电气线束连接器 | # X909#  | # LH# 车身控制器模块 | 夹子 | 断开 | 电气连接器,松开将直列式电气线束连接器# X909# 固定到# LH# 车身控制器模块的夹子，然后断开电气连接器。
穿过 | 隔板 | 电气线束 | # LH# 侧 | 推出,穿过隔板将电气线束的# LH# 侧推出。
制动助力器区域 | 松开 | 电气线束 | 车身 | 夹子,在制动助力器区域，松开将电气线束固定到车身的夹子。
制动助力器区域 | 断开 | 电气线束 | 连接器# ##x3###  | 连接,在制动助力器区域，断开电气线束与连接器# ##x3### 的连接。
断开 | 电气线束 | 制动助力器连接器 | 连接,断开电气线束与制动助力器连接器的连接。
防抱死制动系统单元连接器 | 断开 | 电气线束,从防抱死制动系统单元连接器上断开电气线束。
# LH# 前车架纵梁区域 | 松开 | 电气线束 | 车身 | 夹子,在# LH# 前车架纵梁区域，松开将电气线束固定到车身的夹子。
# LH# 前车架纵梁区域 | 松开 | 电气线束接地端子 | 车身 | 螺栓 | # ##x4##,在# LH# 前车架纵梁区域，松开并弃用将电气线束接地端子固定到车身的螺栓# ##x4##。
断开 | 电气线束 | 转向齿条连接器 | # LH# 前车架纵梁区域连接器 | 连接,断开电气线束与转向齿条连接器和# LH# 前车架纵梁区域连接器的连接。
断开 | 电气线束 | # LH# 大灯连接器 | 连接,断开电气线束与# LH# 大灯连接器的连接。
暖通空调气室管道区域 | 松开 | 电气线束 | 车身 | 夹子,在暖通空调气室管道区域，松开将电气线束固定到车身的夹子。
断开 | 电气线束 | # TXV# 连接器 | 连接,断开电气线束与# TXV# 连接器的连接。
# TXV# 区域 | 拆下 | 电气线束接地端子 | 车身 | 螺栓,在# TXV# 区域，拆下将电气线束接地端子固定到车身的螺栓。
# RH# 前车架纵梁区域 | 松开 | 电气线束 | 车身 | 夹子,在# RH# 前车架纵梁区域，松开将电气线束固定到车身的夹子。
# RH# 前车架纵梁区域 | 松开 | 电气线束接地端子 | 车身 | 螺栓,在# RH# 前车架纵梁区域，松开并弃用将电气线束接地端子固定到车身的螺栓。
# RH# 大灯区域 | 松开 | 电气线束 | 车身 | 夹子,在# RH# 大灯区域，松开将电气线束固定到车身的夹子。
断开 | 电气线束 | # RH# 大灯连接器 | 连接,断开电气线束与# RH# 大灯连接器的连接。
在助手的协助下 | 移到 | 举升机,在助手的协助下，将车辆移到举升机上。
拆下 | # LH# 和# RH# 前轮 | 请参阅轮毂（拆卸和安装）,拆下# LH# 和# RH# 前轮。请参阅轮毂（拆卸和安装）。
拆下 | # LH# 和# RH# 前轮拱内衬 | 请参阅轮拱内衬# -# 前# -# LH | 拆卸和更换,拆下# LH# 和# RH# 前轮拱内衬。请参阅轮拱内衬# -# 前# -# LH（拆卸和更换）。
# RH# 前饰板区域 | 断开 | 电气线束 | 连接器 | 连接,在# RH# 前饰板区域，断开电气线束与连接器的连接。
# RH# 前轮拱内衬区域 | 前部 | 松开 | 电气线束 | 车身 | 夹子,在# RH# 前轮拱内衬区域前部，松开将电气线束固定到车身的夹子。
# RH# 前轮拱内衬区域 | 前部 | 断开 | 电气线束 | 连接器 | 连接,在# RH# 前轮拱内衬区域前部，断开电气线束与连接器的连接。
# RH# 前轮拱内衬区域 | 后部 | 松开 | 电气线束 | 车身 | 夹子,在# RH# 前轮拱内衬区域后部，松开将电气线束固定到车身的夹子。
断开 | 电气线束 | # RH# 前部转向灯连接器 | 连接,断开电气线束与# RH# 前部转向灯连接器的连接。
断开 | 烟火执行机构连接器,对于配备主动防护前罩的# Model# 3：断开烟火执行机构连接器。
# LH# 前饰板区域 | 断开 | 电气线束 | 连接器 | 连接,在# LH# 前饰板区域，断开电气线束与连接器的连接。
断开 | 电气线束 | 前端模块连接器 | 连接,断开电气线束与前端模块连接器的连接。
# LH# 前轮拱内衬区域 | 松开 | 电气线束 | 车身 | 夹子,在# LH# 前轮拱内衬区域，松开将电气线束固定到车身的夹子。
# LH# 前轮拱内衬区域 | 前部 | 断开 | 电气线束 | 连接器 | 连接,在# LH# 前轮拱内衬区域前部，断开电气线束与连接器的连接。
# LH# 前车轮区域 | 松开 | 电气线束 | 车身 | 夹子,在# LH# 前车轮区域，松开将电气线束固定到车身的夹子。
断开 | 电气线束 | # LH# 前部转向灯连接器 | 连接,断开电气线束与# LH# 前部转向灯连接器的连接。
降下 | 车辆,降下车辆。
松开 | 两个 | 前角 | 前饰板 | 拉离 | 车辆,对于配备主动防护前罩的# Model# 3：松开两个前角，然后将前饰板拉离车辆。
断开 | 电气连接器 | # ##x2###  | 喇叭总成 | 连接,对于配备主动防护前罩的# Model# 3：断开电气连接器# ##x2### 与喇叭总成的连接。
对于配备主动防护前罩的# Model# 3 | 断开 | # LH#  | # RH# 前行人保护压力管传感器,对于配备主动防护前罩的# Model# 3：断开# LH# 和# RH# 前行人保护压力管传感器。
拆下 | 挡风玻璃清洗器储液罐 | 车身 | 上部 | 螺栓 | 拆下 | 储液罐,拆下将挡风玻璃清洗器储液罐固定到车身的上部螺栓，然后从车上拆下储液罐。
# RH# 前车架区域 | 松开 | 电气线束 | 车身 | 夹子,在# RH# 前车架区域，松开将电气线束固定到车身的夹子。
隔板区域 | 松开 | 电气线束 | 车身 | 夹子,在隔板区域，松开将电气线束固定到车身的夹子。
隔板区域 | 断开 | 电气线束 | 连接器 | 连接,在隔板区域，断开电气线束与连接器的连接。
# LH# 车架纵梁区域 | 松开 | 电气线束 | 车身 | 夹子,在# LH# 车架纵梁区域，松开将电气线束固定到车身的夹子。
轮拱内衬线束 | # LH# 侧 | 穿过 | 前备箱储物单元区域 | 进入 | 前车身控制器模块区域,将轮拱内衬线束的# LH# 侧穿过前备箱储物单元区域，进入前车身控制器模块区域。
轮拱内衬线束 | # RH# 侧 | 穿过 | 前备箱储物单元区域 | 进入 | 前车身控制器模块区域,将轮拱内衬线束的# RH# 侧穿过前备箱储物单元区域，进入前车身控制器模块区域。
拆下 | 电气线束,从车上拆下电气线束。
打开 | # LH# 前车门 | 降下 | # LH# 前车窗,打开# LH# 前车门并降下# LH# 前车窗。
# LH# 前翼子板 | # LH# 前侧转向灯 | 粘贴 | 保护胶带,向# LH# 前翼子板上# LH# 前侧转向灯的周围粘贴保护胶带。
松开 | # LH# 前侧转向灯 | 底部 | # LH# 前翼子板 | 锁片 | # ##x2## | 转向灯 | 翼子板 | 分离,松开# LH# 前侧转向灯底部将其固定到# LH# 前翼子板的锁片# ##x2##，然后将该转向灯与翼子板分离。
断开 | # LH# 前侧转向灯连接器 | # ##x2###  | 电气线束 | 拆下 | 转向灯,断开# LH# 前侧转向灯连接器# ##x2### 的电气线束，然后从车上拆下该转向灯。
拆下 | 行李箱盖饰板 | 请参阅饰板# -# 箱盖# -# 行李箱 | 拆卸和更换,拆下行李箱盖饰板。请参阅饰板# -# 箱盖# -# 行李箱（拆卸和更换）。
断开 | 车牌灯 | 电气连接器,断开车牌灯上的电气连接器
车牌灯 | 车辆右侧推 | 压下 | 夹子 | 压下 | 车牌灯 | 另一侧 | 夹子 | 拆下,将车牌灯向车辆右侧推以压下夹子，然后压下车牌灯另一侧的夹子以将其拆下。
断开 | # LH# 后雾灯/倒车灯 | 电气线束连接器,断开# LH# 后雾灯/倒车灯上的电气线束连接器。
拆下 | # LH# 后雾灯 | 倒车灯 | 行李箱盖 | 螺母,拆下将# LH# 后雾灯/倒车灯固定到行李箱盖的螺母。
行李箱盖 | 拆下 | # LH# 后雾灯 | 倒车灯,从行李箱盖上拆下# LH# 后雾灯/倒车灯。
如果要重新安装雾灯/倒车灯 | 拆下 | 螺纹安装螺柱 | 车灯连接器 | 垫片,如果要重新安装雾灯/倒车灯，请拆下螺纹安装螺柱和车灯连接器周围的垫片。
拆下 | 第二排 | 座椅# LH# 侧承梁 | 请参阅承梁# -# 侧# -# 座椅# -# 第二排# -# LH,拆下第二排座椅# LH# 侧承梁。请参阅承梁# -# 侧# -# 座椅# -# 第二排# -# LH（拆卸和更换）。
拆下 | # LH# 边梁饰板 | 请参阅饰板# -# 纵梁# -# LH,拆下# LH# 边梁饰板。请参阅饰板# -# 纵梁# -# LH（拆卸和安装）。
拆下 | # C# 柱# LH# 上部饰板 | 请参阅饰板# -# C# 柱# -# 上部# -# LH,拆下# C# 柱# LH# 上部饰板。请参阅饰板# -# C# 柱# -# 上部# -# LH（拆卸和更换）。
拆下 | 第二排 | 座椅# RH# 侧承梁 | 请参阅承梁# -# 侧# -# 座椅# -# 第二排# -# RH,拆下第二排座椅# RH# 侧承梁。请参阅承梁# -# 侧# -# 座椅# -# 第二排# -# RH（拆卸和更换）。
拆下 | # RH边梁饰板 | 请参阅饰板# -# 纵梁# -RH,拆下# RH边梁饰板。请参阅饰板# -# 纵梁# -RH（拆卸和安装）。
拆下 | # C# 柱# RH上部饰板 | 请参阅饰板# -# C# 柱# -# 上部# -RH,拆下# C# 柱# RH上部饰板。请参阅饰板# -# C# 柱# -# 上部# -RH（拆卸和更换）。
拆下 | 杂物盘饰板 | 请参阅饰板# -# 杂物盘（拆卸和更换）,拆下杂物盘饰板。请参阅饰板# -# 杂物盘（拆卸和更换）。
断开 | 中央高位制动灯电气连接器,断开中央高位制动灯电气连接器。
拆下 | 中央高位制动灯 | 杂物盘 | 螺钉,拆下将中央高位制动灯固定到杂物盘的螺钉。
松开 | 中央高位制动灯 | 杂物盘 | 夹子 | 拆下 | 制动灯,松开将中央高位制动灯固定到杂物盘的夹子，然后从车上拆下制动灯。
触摸屏 | 右上角 | 显示 | “3G” | “4G” | “LTE” | # WiFi# 图标 | 确认车辆是否具有网络连接,通过触摸屏右上角显示的“3G”、“4G”、“LTE”或# WiFi# 图标确认车辆是否具有网络连接。
启用 | 维护模式 | 请参阅维护模式,启用维护模式。请参阅维护模式
点击 | 控制 | 车辆图标 | 点击 | 维护模式,点击控制（车辆图标），然后点击维护模式。
点击 | 软件 | 安装 | 点击 | 请求,点击软件重新安装，然后点击请求。
拆下 | 前饰板 | 请参阅饰板# -# 前部,拆下前饰板。请参阅饰板# -# 前部（拆卸和安装）。
断开 | # LH# 大灯 | 电气连接器,断开# LH# 大灯上的电气连接器。
拆下 | # LH# 大灯 | 车身 | 紧固件,拆下将# LH# 大灯固定到车身的紧固件。
车辆 | 拆下 | 大灯,从车辆上拆下大灯。
松开 | 供暖、通风和空调气室外管 | 供暖、通风和空调气室内管 | 夹子 | 拆下 | 外管,松开将供暖、通风和空调气室外管固定到供暖、通风和空调气室内管的夹子，然后拆下外管。
拆下 | 温度系统横梁电气线束盖板 | 前车身控制器模块 | 螺栓 | 拆下 | 盖板,拆下将温度系统横梁电气线束盖板固定到前车身控制器模块的螺栓，然后拆下盖板。
断开 | 温度系统横梁电气线束 | 前车身控制器模块连接器 | 连接,断开温度系统横梁电气线束与前车身控制器模块连接器的连接。
松开 | 吸入/液体管路 | 热膨胀阀 | 车身 | 夹子,松开将吸入/液体管路固定到热膨胀阀附近车身的夹子。
拆下 | 温度系统横梁电气线束接地端子 | 压缩机 | 螺栓,拆下将温度系统横梁电气线束接地端子固定到压缩机的螺栓。
断开 | 温度系统横梁电气线束 | 压缩机连接器 | 连接,断开温度系统横梁电气线束与压缩机连接器的连接。
断开 | 温度系统横梁电气线束 | 高压传感器连接器 | 连接,断开温度系统横梁电气线束与高压传感器连接器的连接。
松开 | 温度系统横梁电气线束 | 压缩机 | 压缩机支架 | 夹子,松开将温度系统横梁电气线束固定到压缩机和压缩机支架的夹子。
断开 | 温度系统横梁电气线束 | 低压传感器连接器 | 连接,断开温度系统横梁电气线束与低压传感器连接器的连接。
断开 | 温度系统横梁电气线束 | 冷却器 | # EXV# 总成连接器 | 连接,断开温度系统横梁电气线束与冷却器和# EXV# 总成连接器的连接。
断开 | 温度系统横梁电气线束 | 五通阀执行机构连接器 | 连接,断开温度系统横梁电气线束与五通阀执行机构连接器的连接。
断开 | 温度系统横梁电气线束 | 高压电池冷却液泵连接器 | 连接,断开温度系统横梁电气线束与高压电池冷却液泵连接器的连接。
断开 | 温度系统横梁电气线束 | 动力总成冷却液泵连接器 | 连接,断开温度系统横梁电气线束与动力总成冷却液泵连接器的连接。
松开 | 温度系统横梁电气线束 | 超级瓶 | 夹子,松开将温度系统横梁电气线束固定到超级瓶的夹子。
松开 | 温度系统横梁电气线束 | 冷却器 | # EXV# 总成软管 | 夹子 | 软管 | 拆下 | 电气线束,松开将温度系统横梁电气线束连接到冷却器和# EXV# 总成软管的夹子，然后从该软管上拆下电气线束。
松开 | 温度系统横梁电气线束 | 吸液管 | 夹子,松开将温度系统横梁电气线束固定到吸液管的夹子。
断开 | 温度系统横梁电气线束 | 超级瓶液位温度传感器连接器 | 连接,断开温度系统横梁电气线束与超级瓶液位温度传感器连接器的连接。
断开 | 温度系统横梁电气线束 | 动力总成泵 | 门槛软管冷却液温度传感器连接器 | 连接,断开温度系统横梁电气线束与动力总成泵至门槛软管冷却液温度传感器连接器的连接。
拆下 | 温度系统横梁电气线束接地端子带 | # RH# 剪力壁 | 螺栓,拆下将温度系统横梁电气线束接地端子带固定到# RH# 剪力壁的螺栓。
拆下 | # LH# 和# RH# 下部摇杆板盖,拆下# LH# 和# RH# 下部摇杆板盖。请参阅# 盖板# -# 车门槛板# -# 下# -# LH（拆卸和更换）# 。
降下 | 车窗,降下全部车窗。
拆下 | 前备箱后部挡板 | 请参阅# 前备箱挡板# -# 后（拆卸和更换）# ,拆下前备箱后部挡板。请参阅# 前备箱挡板# -# 后（拆卸和更换）# 。
拆下 | 驾驶室进气槽 | 请参阅# 风管# -# 驾驶室进气（拆卸和更换）# ,拆下驾驶室进气槽。请参阅# 风管# -# 驾驶室进气（拆卸和更换）# 。
拆下 | # LH# 仪表板端盖 | 请参阅# 端盖# -# 仪表板# -# LH（拆卸和更换）# ,拆下# LH# 仪表板端盖。请参阅# 端盖# -# 仪表板# -# LH（拆卸和更换）# 。
拆下 | # A# 柱# LH# 中部饰板 | 请参阅# 饰板# -# A# 柱# -# 中间# -# LH | 拆卸和更换）# ,拆下# A# 柱# LH# 中部饰板。请参阅# 饰板# -# A# 柱# -# 中间# -# LH（拆卸和更换）# 。
拆下 | # LH# A# 柱下部饰板 | 请参阅# 饰板# -# A# 柱# -# 下部# -# LH（拆卸和更换）# ,拆下# LH# A# 柱下部饰板。请参阅# 饰板# -# A# 柱# -# 下部# -# LH（拆卸和更换）# 。
拆下 | 驾驶位脚部空间罩 | 请参阅# 罩# -# 脚部空间# -# 驾驶位（拆卸和更换）# ,拆下驾驶位脚部空间罩。请参阅# 罩# -# 脚部空间# -# 驾驶位（拆卸和更换）# 。
拆下 | # LH# 前脚垫,拆下# LH# 前脚垫。
